date_from,date_to,district_out,district_in,subscriber_in ,subscriber_out,density_in,density_out,sms_in ,sms_out ,call_in,call_out ,movement 
07/10/2020,13/10/2020,Maafushi,Male,340369,32794,85997,70037,242108878,231941168,17343572,15891924,753107
07/10/2020,13/10/2020,Maafushi,Maafushi,377308,495224,292342,277278,233165064,160158622,6757543,7706034,614082
07/10/2020,13/10/2020,Maafushi,Naifaru,369802,135671,128882,198746,28958042,29890387,8025655,8173088,203517
07/10/2020,13/10/2020,Maafushi,Baros,26732,142601,34903,12163,130704089,78996987,494039,10656202,774632
07/10/2020,13/10/2020,Maafushi,Fuvahmulah,41075,227095,310722,391497,243845802,187533234,9783523,7056508,48743
07/10/2020,13/10/2020,Naifaru,Male,454907,334193,211621,394179,148859532,204620238,5429088,444898,304328
07/10/2020,13/10/2020,Naifaru,Maafushi,197603,12196,160596,432555,9203933,58180528,10993039,7198443,765415
07/10/2020,13/10/2020,Naifaru,Naifaru,95474,303136,140464,272338,132251645,9832257,17231148,18321239,117862
07/10/2020,13/10/2020,Naifaru,Baros,288692,368362,270057,15890,195411516,110176964,7241104,7555055,53184
07/10/2020,13/10/2020,Naifaru,Fuvahmulah,34383,173149,146073,120650,83585746,145232317,519262,4434778,947150
07/10/2020,13/10/2020,Baros,Male,332123,230946,327319,96809,208930514,10121241,18232060,11841860,289481
07/10/2020,13/10/2020,Baros,Maafushi,268850,159205,473827,467664,163283258,54568672,3783731,6805456,760358
07/10/2020,13/10/2020,Baros,Naifaru,386046,205819,113008,62739,79309286,202005821,8027631,15293858,576139
07/10/2020,13/10/2020,Baros,Baros,277380,160901,180086,388321,200228965,35057380,12082474,17303149,328712
07/10/2020,13/10/2020,Baros,Fuvahmulah,18392,311783,266753,115407,50274738,45720363,3234648,13333733,607373
07/10/2020,13/10/2020,Fuvahmulah,Male,45956,94629,113615,300596,248848393,38274908,10732936,13662039,745570
07/10/2020,13/10/2020,Fuvahmulah,Maafushi,29283,465504,364396,57070,242930261,63629462,18888572,15045044,833362
07/10/2020,13/10/2020,Fuvahmulah,Naifaru,290457,214942,20731,371045,171789875,15744708,16974849,10649389,961173
07/10/2020,13/10/2020,Fuvahmulah,Baros,427730,379565,367788,140971,169353224,122576268,10476818,14600983,614670
07/10/2020,13/10/2020,Fuvahmulah,Fuvahmulah,153893,295145,142467,387790,90082124,33760471,7547541,17873844,881062
14/10/2020,20/10/2020,Male,Male,187504,128329,161229,71456,45064536,13096330,12439321,8337630,130620
14/10/2020,20/10/2020,Male,Maafushi,116503,3750,100617,483194,29462188,50004521,10998278,170527,692184
14/10/2020,20/10/2020,Male,Naifaru,335910,235114,65825,78124,182835933,25317273,7376277,8136032,380547
14/10/2020,20/10/2020,Male,Baros,244117,447634,104520,337009,188192032,99075227,14570103,17792244,496089
14/10/2020,20/10/2020,Male,Fuvahmulah,363268,469110,414669,327203,233077402,226256341,6668751,12555527,878988
14/10/2020,20/10/2020,Maafushi,Male,498068,473846,93129,96203,164273823,52610541,2166764,18895031,685862
14/10/2020,20/10/2020,Maafushi,Maafushi,195933,154562,494755,180569,98092859,111954514,17806919,17163422,659321
14/10/2020,20/10/2020,Maafushi,Naifaru,261626,398617,18230,253306,155789452,249234759,9521460,19839867,794980
14/10/2020,20/10/2020,Maafushi,Baros,100610,457759,410741,198107,86094607,114269169,2161698,10473531,82186
14/10/2020,20/10/2020,Maafushi,Fuvahmulah,331371,377783,225145,88308,57885010,250000863,13262730,9601242,423682
14/10/2020,20/10/2020,Naifaru,Male,440034,61203,246492,367003,107161501,29251501,15230284,19469739,475327
14/10/2020,20/10/2020,Naifaru,Maafushi,303426,441023,200656,141096,12718051,250731193,9399608,6309123,415805
14/10/2020,20/10/2020,Naifaru,Naifaru,85435,71138,342829,430021,79129822,81253903,5886050,8059473,652555
14/10/2020,20/10/2020,Naifaru,Baros,64033,460076,58882,55997,326806,32927455,16302972,18460183,743318
14/10/2020,20/10/2020,Naifaru,Fuvahmulah,357224,474517,288393,349975,247284729,114397209,16277811,1222285,201990
14/10/2020,20/10/2020,Baros,Male,280488,223373,168250,194372,43469803,59318440,11236544,70463,842190
14/10/2020,20/10/2020,Baros,Maafushi,439584,170159,404054,163752,187926067,188827208,7180397,16746368,809559
14/10/2020,20/10/2020,Baros,Naifaru,292771,221947,108958,182930,46529450,48262141,16934778,4410777,726623
14/10/2020,20/10/2020,Baros,Baros,299957,365054,310541,445111,130254819,105335039,3978570,3720381,97039
14/10/2020,20/10/2020,Baros,Fuvahmulah,229885,471138,202295,150126,209115293,209299175,1353892,5899738,812868
14/10/2020,20/10/2020,Fuvahmulah,Male,425480,212075,470462,118175,205704079,105536808,19757858,16621898,256362
14/10/2020,20/10/2020,Fuvahmulah,Maafushi,230053,205190,436667,390668,18821888,75398527,13023624,237793,743158
14/10/2020,20/10/2020,Fuvahmulah,Naifaru,436182,50994,372005,34413,227362375,246749648,13237028,13866685,301384
14/10/2020,20/10/2020,Fuvahmulah,Baros,55198,164526,10196,321993,56954930,218726499,5566979,2269338,434297
14/10/2020,20/10/2020,Fuvahmulah,Fuvahmulah,448523,398532,190051,413271,186467646,69458173,9378164,17857306,130387
21/10/2020,27/10/2020,Male,Male,461863,154222,459277,196856,38527686,40907925,15412510,19963962,651279
21/10/2020,27/10/2020,Male,Maafushi,348169,273787,231814,330174,48647602,141183702,8398067,15490083,808858
21/10/2020,27/10/2020,Male,Naifaru,393960,279507,343127,106197,58491190,150650842,16653678,4508821,574814
21/10/2020,27/10/2020,Male,Baros,4078,460805,25255,1655,249504689,166949640,4132787,9942174,11241
21/10/2020,27/10/2020,Male,Fuvahmulah,282120,119319,463613,428464,132457422,86073336,8446201,2475506,1110
21/10/2020,27/10/2020,Maafushi,Male,116850,425551,23824,212637,208275028,139171031,13552928,10579062,89495
21/10/2020,27/10/2020,Maafushi,Maafushi,311480,178975,249907,24488,64232051,88472769,7287871,12038635,483297
21/10/2020,27/10/2020,Maafushi,Naifaru,140118,434290,19251,135145,17534142,179943508,591939,71952,695846
21/10/2020,27/10/2020,Maafushi,Baros,138555,237783,206049,359363,7897183,175737670,9324279,4145566,268112
21/10/2020,27/10/2020,Maafushi,Fuvahmulah,384544,169538,310181,358374,181886977,181980148,4737166,2428707,114366
21/10/2020,27/10/2020,Naifaru,Male,65474,244735,413622,175439,138941904,239403859,3146225,8453603,299032
21/10/2020,27/10/2020,Naifaru,Maafushi,138415,59257,333751,410401,214767368,30130510,12502241,7432442,911208
21/10/2020,27/10/2020,Naifaru,Naifaru,279660,450445,244795,465621,100942601,243400323,19954554,14301565,179749
21/10/2020,27/10/2020,Naifaru,Baros,162788,388186,355894,208982,240764566,182812279,2432841,392638,486465
21/10/2020,27/10/2020,Naifaru,Fuvahmulah,146635,454876,148665,357004,150739198,54532178,7145826,11801387,262074
21/10/2020,27/10/2020,Baros,Male,496325,422584,51198,324305,106958724,13759035,2575821,6363941,716856
21/10/2020,27/10/2020,Baros,Maafushi,328673,180303,73013,154623,168073452,189602240,16426406,632700,819872
21/10/2020,27/10/2020,Baros,Naifaru,14923,450242,381787,277563,39475158,11068326,15342823,2622281,690598
21/10/2020,27/10/2020,Baros,Baros,35044,406385,260960,397577,324791,199346939,2228663,11770910,257478
21/10/2020,27/10/2020,Baros,Fuvahmulah,181003,114719,296537,172207,53096865,204621123,14975158,12392634,211190
21/10/2020,27/10/2020,Fuvahmulah,Male,205517,312359,321489,479888,59523577,239570341,17039165,17904015,37077
21/10/2020,27/10/2020,Fuvahmulah,Maafushi,329140,188315,442750,37495,123674615,45518835,18374511,1836759,521999
21/10/2020,27/10/2020,Fuvahmulah,Naifaru,372960,333982,48028,262950,12956486,196695426,10591532,8083091,570367
21/10/2020,27/10/2020,Fuvahmulah,Baros,402563,470593,49102,311984,119840702,66061641,15379290,11330049,504664
21/10/2020,27/10/2020,Fuvahmulah,Fuvahmulah,268860,404639,48600,21167,151227150,240186538,14030721,5691043,76081
28/10/2020,03/11/2020,Male,Male,22083,137224,41895,141745,216895401,185172206,5453535,9031065,418195
28/10/2020,03/11/2020,Male,Maafushi,227327,380475,293791,337277,34608360,209440673,389470,13869538,988955
28/10/2020,03/11/2020,Male,Naifaru,263796,473609,379388,144878,64123406,100918970,244866,2049873,781052
28/10/2020,03/11/2020,Male,Baros,38963,291239,138402,253730,4801820,182085131,14541894,9204840,814643
28/10/2020,03/11/2020,Male,Fuvahmulah,234383,375193,128255,65081,194022968,89706124,14896013,9166646,774701
28/10/2020,03/11/2020,Maafushi,Male,492244,41029,28646,394401,51939120,127970728,19852568,5837584,359945
28/10/2020,03/11/2020,Maafushi,Maafushi,18934,417221,103101,159204,151493339,193567494,12460511,19629382,670636
28/10/2020,03/11/2020,Maafushi,Naifaru,478102,316922,21051,306612,21752508,243560139,8943172,1326937,546512
28/10/2020,03/11/2020,Maafushi,Baros,360945,145453,162398,434780,166370580,185102969,7940321,17133930,637868
28/10/2020,03/11/2020,Maafushi,Fuvahmulah,26926,184781,279695,210059,109957086,172553251,19671811,586957,458490
28/10/2020,03/11/2020,Naifaru,Male,154029,80949,43966,225098,71524928,188581121,17651520,3866121,15013
28/10/2020,03/11/2020,Naifaru,Maafushi,1913,466212,96945,287123,129924597,123488372,14540925,3747482,735673
28/10/2020,03/11/2020,Naifaru,Naifaru,96799,233425,492388,396415,69395675,220120383,2636612,12932971,68743
28/10/2020,03/11/2020,Naifaru,Baros,281468,224660,440493,106196,19117772,16534121,6735579,1253043,368058
28/10/2020,03/11/2020,Naifaru,Fuvahmulah,468224,227854,201368,210842,161407078,215003970,7333112,716440,955584
28/10/2020,03/11/2020,Baros,Male,45269,367947,259018,403178,25868283,32233840,19436081,18158483,66021
28/10/2020,03/11/2020,Baros,Maafushi,168946,26982,295857,95590,163531803,144441456,14006698,9742427,448802
28/10/2020,03/11/2020,Baros,Naifaru,318888,250313,325837,137003,72726530,203142109,12738389,10027377,894820
28/10/2020,03/11/2020,Baros,Baros,299089,295982,257836,348886,234815395,36460108,7670257,1705503,936470
28/10/2020,03/11/2020,Baros,Fuvahmulah,311703,192028,263454,48158,234482754,164441990,7755546,17675799,435384
28/10/2020,03/11/2020,Fuvahmulah,Male,484679,184099,326775,458302,41508475,188208082,3484304,5043623,875254
28/10/2020,03/11/2020,Fuvahmulah,Maafushi,116682,241349,410833,76443,43491029,129683796,16428556,4312802,231075
28/10/2020,03/11/2020,Fuvahmulah,Naifaru,389830,262852,88561,255783,241062680,163426166,5980586,1357820,615898
28/10/2020,03/11/2020,Fuvahmulah,Baros,166236,30171,79338,423328,183840685,87631633,11980646,17557424,683544
28/10/2020,03/11/2020,Fuvahmulah,Fuvahmulah,222079,470898,177154,197593,231623580,180800670,4759895,17758252,772558
04/11/2020,10/11/2020,Male,Male,474889,153021,11695,291480,166392431,125188316,9358835,17070481,88122
04/11/2020,10/11/2020,Male,Maafushi,154982,149519,326903,354456,11112534,201130521,14977921,5942093,940918
04/11/2020,10/11/2020,Male,Naifaru,94318,192037,277565,252993,33533995,74907699,5214872,11213834,475301
04/11/2020,10/11/2020,Male,Baros,231588,115596,68186,411127,214802902,91106292,1194767,1323558,507586
04/11/2020,10/11/2020,Male,Fuvahmulah,269042,32791,377775,498510,52190248,157897647,6886388,10439490,404065
04/11/2020,10/11/2020,Maafushi,Male,270024,305106,332533,421412,195612816,63011606,3615896,6100859,167202
04/11/2020,10/11/2020,Maafushi,Maafushi,288952,328781,185790,305185,248621295,222245222,16470175,19127056,496406
04/11/2020,10/11/2020,Maafushi,Naifaru,208965,181601,365835,66961,140449315,97372039,19876925,9361041,187465
04/11/2020,10/11/2020,Maafushi,Baros,349873,165873,401046,42293,86037613,53774841,4406682,9553254,121883
04/11/2020,10/11/2020,Maafushi,Fuvahmulah,118993,194516,275389,73140,42625989,6163601,18253104,10726500,362733
04/11/2020,10/11/2020,Naifaru,Male,144524,267267,220631,109293,129896099,79312058,9216345,2993582,507409
04/11/2020,10/11/2020,Naifaru,Maafushi,363635,269735,308171,421562,120447693,127644662,16335473,17907611,767367
04/11/2020,10/11/2020,Naifaru,Naifaru,242738,39111,255556,199693,93838961,81114605,442802,13394451,315939
04/11/2020,10/11/2020,Naifaru,Baros,121509,370031,406054,468841,75276809,154589704,11728483,5460018,453778
04/11/2020,10/11/2020,Naifaru,Fuvahmulah,152673,79466,164879,393834,158054065,156724837,17520889,16700050,635147
04/11/2020,10/11/2020,Baros,Male,136206,407987,266987,420446,79480172,30596281,5181478,19261791,658727
04/11/2020,10/11/2020,Baros,Maafushi,387409,209627,303634,375149,183935699,15036432,19287883,7325680,626804
04/11/2020,10/11/2020,Baros,Naifaru,479609,131348,334881,311879,109473355,177916475,8653831,6222216,807379
04/11/2020,10/11/2020,Baros,Baros,8708,391056,408587,306570,213256316,149465928,4943725,15273972,126850
04/11/2020,10/11/2020,Baros,Fuvahmulah,318461,423621,135137,73145,119204282,139849717,3338785,10982364,609145
04/11/2020,10/11/2020,Fuvahmulah,Male,313976,156594,267216,11809,57485749,139960898,10322152,2515658,568246
04/11/2020,10/11/2020,Fuvahmulah,Maafushi,52396,435141,235135,301053,55138050,42038249,5060679,13290642,339737
04/11/2020,10/11/2020,Fuvahmulah,Naifaru,454165,330320,353492,178026,177919669,123004033,11600599,19075608,229087
04/11/2020,10/11/2020,Fuvahmulah,Baros,173770,118874,239452,468904,194268706,120050675,15652094,12521388,478254
04/11/2020,10/11/2020,Fuvahmulah,Fuvahmulah,426228,286342,490716,247319,134221260,196109337,19404019,18432553,69502
11/11/2020,17/11/2020,Male,Male,335842,51259,226583,305117,242695170,39826823,2108300,9777992,51854
11/11/2020,17/11/2020,Male,Maafushi,48413,380333,375261,98477,97014510,140970307,4900927,16949319,28235
11/11/2020,17/11/2020,Male,Naifaru,124533,477348,479547,23081,77845523,16929181,8814793,16647291,299901
11/11/2020,17/11/2020,Male,Baros,220727,369359,449342,917,228145704,117711277,1677944,8830446,903524
11/11/2020,17/11/2020,Male,Fuvahmulah,360371,186159,217637,124238,156650583,79088184,12443147,8694361,958705
11/11/2020,17/11/2020,Maafushi,Male,463955,417196,496389,192615,4043896,234777919,16825964,2842312,480331
11/11/2020,17/11/2020,Maafushi,Maafushi,32495,403245,136520,150379,226244199,215558104,136386,14407536,463574
11/11/2020,17/11/2020,Maafushi,Naifaru,326508,421509,359401,453185,179781911,13563201,10545451,4743852,45959
11/11/2020,17/11/2020,Maafushi,Baros,77102,394304,429332,412372,245147705,111097501,6476618,14024145,779621
11/11/2020,17/11/2020,Maafushi,Fuvahmulah,279552,244824,397996,193154,139594551,203200791,16802203,2687279,162665
11/11/2020,17/11/2020,Naifaru,Male,107893,177601,180652,237405,141325925,108343938,16556544,15067272,5649
11/11/2020,17/11/2020,Naifaru,Maafushi,14846,183471,233118,382355,124885785,111830614,16066003,10229570,201153
11/11/2020,17/11/2020,Naifaru,Naifaru,238371,45206,246097,485673,191005332,202832216,7050426,16727040,183733
11/11/2020,17/11/2020,Naifaru,Baros,372899,294089,426456,465650,93964206,8589231,14473417,15016948,572160
11/11/2020,17/11/2020,Naifaru,Fuvahmulah,236292,104692,338313,227992,131952391,45790256,4125602,9484115,194145
11/11/2020,17/11/2020,Baros,Male,284226,130620,249104,179824,20290798,246607571,49271,8160601,192339
11/11/2020,17/11/2020,Baros,Maafushi,165927,249911,407867,87436,199552996,122911802,3794966,3636822,525705
11/11/2020,17/11/2020,Baros,Naifaru,434971,352137,68815,57616,95707427,80039641,9073647,16068744,100866
11/11/2020,17/11/2020,Baros,Baros,108396,451552,378145,254668,63120856,141633819,17811645,3185292,721385
11/11/2020,17/11/2020,Baros,Fuvahmulah,233453,258035,207710,319323,166934293,227421154,13261833,18430177,222935
11/11/2020,17/11/2020,Fuvahmulah,Male,428537,369451,129564,316779,223436761,73418954,6249181,9942470,678986
11/11/2020,17/11/2020,Fuvahmulah,Maafushi,493348,369834,75251,384689,251342898,50211881,9455609,2741320,83416
11/11/2020,17/11/2020,Fuvahmulah,Naifaru,431979,374139,455570,323528,251616441,232490701,16041921,13143588,539107
11/11/2020,17/11/2020,Fuvahmulah,Baros,165193,154530,418115,51279,97878916,123262790,4530411,1464678,751849
11/11/2020,17/11/2020,Fuvahmulah,Fuvahmulah,51525,351617,117685,415641,43239332,213865818,15372688,14320542,849963
18/11/2020,24/11/2020,Male,Male,183794,35282,53220,208805,210704934,202863852,16953245,13805188,181129
18/11/2020,24/11/2020,Male,Maafushi,179278,37803,67184,205535,180252667,205358549,4868147,19515378,566648
18/11/2020,24/11/2020,Male,Naifaru,390443,322710,276499,450890,55617783,229302710,16807218,1382651,969429
18/11/2020,24/11/2020,Male,Baros,88711,152431,381092,73971,29598542,29525523,16052680,7070182,689757
18/11/2020,24/11/2020,Male,Fuvahmulah,152492,185158,297488,261921,182124964,1005955,1107947,18157247,401892
18/11/2020,24/11/2020,Maafushi,Male,417837,455451,161693,493802,119895428,110458975,9116816,19327049,940782
18/11/2020,24/11/2020,Maafushi,Maafushi,220582,207338,210863,460830,178283303,212549031,12058788,11174752,622390
18/11/2020,24/11/2020,Maafushi,Naifaru,183573,259774,296751,332656,214556426,11632691,11906460,9340712,186176
18/11/2020,24/11/2020,Maafushi,Baros,78055,438887,496899,30415,200907332,93551967,16462068,8369285,873067
18/11/2020,24/11/2020,Maafushi,Fuvahmulah,263693,139521,12431,216457,156927285,88925461,13612445,3641779,737382
18/11/2020,24/11/2020,Naifaru,Male,169260,236916,425324,354590,138266713,165188581,4984487,18797791,439007
18/11/2020,24/11/2020,Naifaru,Maafushi,148784,459876,480235,71184,246897100,89913812,19502310,3597452,957420
18/11/2020,24/11/2020,Naifaru,Naifaru,245842,361707,40871,220342,76806973,234032270,213451,166348,456741
18/11/2020,24/11/2020,Naifaru,Baros,473641,236061,492696,334501,48054109,177392088,3660034,16316444,511867
18/11/2020,24/11/2020,Naifaru,Fuvahmulah,123148,389109,301325,52490,59930498,166754301,14332868,11797676,529740
18/11/2020,24/11/2020,Baros,Male,272568,1055,432084,425033,70830279,134079124,8970400,9002561,152920
18/11/2020,24/11/2020,Baros,Maafushi,329265,51652,160068,247386,92434882,1971415,12881605,17144789,42833
18/11/2020,24/11/2020,Baros,Naifaru,55515,6860,87251,32686,212598294,38604630,2210989,5112663,182015
18/11/2020,24/11/2020,Baros,Baros,50351,95054,109219,110461,27934402,91040868,11639667,17273712,472772
18/11/2020,24/11/2020,Baros,Fuvahmulah,496061,226255,232207,339590,170157978,131919705,5175532,12679057,686377
18/11/2020,24/11/2020,Fuvahmulah,Male,362559,306041,394414,7893,19195172,18867451,9284685,5083987,429650
18/11/2020,24/11/2020,Fuvahmulah,Maafushi,44953,229077,106137,350521,27644284,30158199,12122987,6544644,806758
18/11/2020,24/11/2020,Fuvahmulah,Naifaru,72058,452919,183269,130256,8447634,141884843,2983969,666933,387096
18/11/2020,24/11/2020,Fuvahmulah,Baros,68506,306506,191893,192978,127013778,17308031,6347463,17817990,789468
18/11/2020,24/11/2020,Fuvahmulah,Fuvahmulah,91850,136358,34618,464663,219044580,69961574,19792631,14564731,877250
25/11/2020,01/12/2020,Male,Male,344039,15836,486296,493165,71768141,127434554,2510089,6043419,197336
25/11/2020,01/12/2020,Male,Maafushi,106942,439129,121849,56584,122114928,33470531,17042882,9654634,134535
25/11/2020,01/12/2020,Male,Naifaru,371623,39468,41700,225092,28645772,170130313,8816748,16891388,543925
25/11/2020,01/12/2020,Male,Baros,435021,295656,304474,390889,146037835,50872393,17157817,13518930,764821
25/11/2020,01/12/2020,Male,Fuvahmulah,129604,180382,466657,435295,196613014,103474664,15042809,11889506,770308
25/11/2020,01/12/2020,Maafushi,Male,85561,289002,145957,433190,236607109,145967612,5689277,3601181,812819
25/11/2020,01/12/2020,Maafushi,Maafushi,495052,242498,476556,316280,159393131,150367727,6875725,9118499,931437
25/11/2020,01/12/2020,Maafushi,Naifaru,104914,25616,27480,432006,249883279,61720156,6463224,6806983,903033
25/11/2020,01/12/2020,Maafushi,Baros,112299,360618,497428,107508,218263274,123062653,17182406,2225260,283717
25/11/2020,01/12/2020,Maafushi,Fuvahmulah,342075,95461,214270,430437,211563103,35094991,16091744,7921252,607568
25/11/2020,01/12/2020,Naifaru,Male,167350,68806,471851,352244,198191374,224342076,12862025,2410613,226276
25/11/2020,01/12/2020,Naifaru,Maafushi,407750,245925,409433,153007,110379434,21394913,11324981,17492664,263388
25/11/2020,01/12/2020,Naifaru,Naifaru,106126,306003,284314,26437,10953098,211165241,16533735,10943021,734019
25/11/2020,01/12/2020,Naifaru,Baros,171899,131604,271135,27619,5529771,136434871,13822797,9991554,172768
25/11/2020,01/12/2020,Naifaru,Fuvahmulah,257502,172331,445489,429540,35548460,169968154,8637722,14607633,805354
25/11/2020,01/12/2020,Baros,Male,70199,81520,253067,259569,122087011,9562653,5258136,15190014,408596
25/11/2020,01/12/2020,Baros,Maafushi,132625,137666,50087,222928,57419201,17568403,10422971,18818689,967028
25/11/2020,01/12/2020,Baros,Naifaru,47658,267862,339149,359791,240513821,78595200,15608058,7463203,342434
25/11/2020,01/12/2020,Baros,Baros,65759,359819,333591,415020,60801491,8356901,2072341,4481252,895405
25/11/2020,01/12/2020,Baros,Fuvahmulah,442018,12858,461279,264746,176187021,54272913,5412274,19668622,271107
25/11/2020,01/12/2020,Fuvahmulah,Male,303860,245118,82804,148903,47238948,50371787,13051510,17746858,836218
25/11/2020,01/12/2020,Fuvahmulah,Maafushi,316800,394574,245294,213797,36015836,209839840,11320559,7080539,236054
25/11/2020,01/12/2020,Fuvahmulah,Naifaru,173501,359718,225562,404824,61098056,188334503,9684100,11055597,673652
25/11/2020,01/12/2020,Fuvahmulah,Baros,285828,333122,499240,138391,12790386,21225390,13078142,14473854,434710
25/11/2020,01/12/2020,Fuvahmulah,Fuvahmulah,141188,147354,176982,49072,178515203,218809892,2325140,17953297,318807
02/12/2020,08/12/2020,Male,Male,317255,277653,176866,97171,232093166,109990413,6405924,8730108,67043
02/12/2020,08/12/2020,Male,Maafushi,398110,73827,334480,151684,132641739,18962561,5635513,14970138,654764
02/12/2020,08/12/2020,Male,Naifaru,262000,474571,125480,37633,205974388,40419459,7442643,19892601,649717
02/12/2020,08/12/2020,Male,Baros,424750,320865,214696,439867,64188391,142790481,5385646,3560587,300312
02/12/2020,08/12/2020,Male,Fuvahmulah,233771,325674,477275,117577,198242856,244837950,11083592,3412932,967617
02/12/2020,08/12/2020,Maafushi,Male,388133,290096,66902,145641,17207451,23836681,1857159,8932499,835791
02/12/2020,08/12/2020,Maafushi,Maafushi,321518,297263,237271,11998,19397486,33739431,9026281,12251684,738628
02/12/2020,08/12/2020,Maafushi,Naifaru,153270,267095,281611,34162,82149848,168265810,18281576,14113816,743668
02/12/2020,08/12/2020,Maafushi,Baros,171815,339325,288743,448081,162199268,218547000,18886575,17308291,279410
02/12/2020,08/12/2020,Maafushi,Fuvahmulah,463939,258675,91466,55356,4284970,183779675,10596824,11983761,855287
02/12/2020,08/12/2020,Naifaru,Male,417428,459552,440390,470692,250913780,93339671,9928623,12848100,278276
02/12/2020,08/12/2020,Naifaru,Maafushi,29999,389137,52136,96993,151021295,130203350,4946942,5517280,590286
02/12/2020,08/12/2020,Naifaru,Naifaru,217805,58264,137821,146171,238435640,224896690,987647,18675335,690940
02/12/2020,08/12/2020,Naifaru,Baros,182356,169277,261344,98281,74616360,8217854,18365608,4046047,643924
02/12/2020,08/12/2020,Naifaru,Fuvahmulah,236117,216920,424266,348894,151459726,200292183,18060121,11394618,478309
02/12/2020,08/12/2020,Baros,Male,410404,307317,452608,466146,86950582,91573946,10948369,15626982,502117
02/12/2020,08/12/2020,Baros,Maafushi,94157,198507,298298,355240,7860087,102054332,14180800,11521819,764354
02/12/2020,08/12/2020,Baros,Naifaru,307975,220958,111764,359381,20979798,249995279,14574488,14624950,723916
02/12/2020,08/12/2020,Baros,Baros,197760,289747,398485,241006,113908647,70983507,11629382,15808980,895677
02/12/2020,08/12/2020,Baros,Fuvahmulah,356918,281324,3354,471980,7115357,184226950,10192680,18338490,777748
02/12/2020,08/12/2020,Fuvahmulah,Male,191364,244921,461975,83183,246797739,40452035,11117234,6927698,211120
02/12/2020,08/12/2020,Fuvahmulah,Maafushi,165319,299138,274751,457473,245940522,227943407,2916420,19028924,958617
02/12/2020,08/12/2020,Fuvahmulah,Naifaru,13813,471062,499188,392478,195798231,76576158,15834405,184239,71323
02/12/2020,08/12/2020,Fuvahmulah,Baros,158702,450815,234004,439694,194515997,114701571,11225074,10769247,65295
02/12/2020,08/12/2020,Fuvahmulah,Fuvahmulah,104002,333017,422095,294595,175303809,129505955,19184963,19868351,756107
09/12/2020,15/12/2020,Male,Male,372290,93159,215424,355068,242230284,17348171,6343819,2420729,263028
09/12/2020,15/12/2020,Male,Maafushi,375852,69493,204239,473659,93122941,93887022,4810995,12675642,659197
09/12/2020,15/12/2020,Male,Naifaru,66796,487983,293451,10514,238302259,135910327,7159052,2602225,120052
09/12/2020,15/12/2020,Male,Baros,368453,350015,51611,382920,232291319,249419159,7864225,8810985,592611
09/12/2020,15/12/2020,Male,Fuvahmulah,114280,630,243212,240478,141087066,203166503,11677590,17512894,262826
09/12/2020,15/12/2020,Maafushi,Male,354810,212286,175247,469338,162865823,223536564,17377221,7704859,279533
09/12/2020,15/12/2020,Maafushi,Maafushi,347322,224103,490517,484091,31269323,55708016,5784348,3588176,63232
09/12/2020,15/12/2020,Maafushi,Naifaru,350343,213697,218229,81082,194575252,11045159,14571348,16821474,954077
09/12/2020,15/12/2020,Maafushi,Baros,91520,305839,473648,65685,172589742,8915416,4513825,16842931,230097
09/12/2020,15/12/2020,Maafushi,Fuvahmulah,89515,145326,15735,429545,228583821,8551231,7891660,14898629,270245
09/12/2020,15/12/2020,Naifaru,Male,411408,429541,480565,420006,76481864,122404247,298580,13494960,938985
09/12/2020,15/12/2020,Naifaru,Maafushi,417525,61482,30249,394385,98588744,250139176,9210256,2827000,793501
09/12/2020,15/12/2020,Naifaru,Naifaru,234442,99925,253052,417272,141639453,192511395,2658694,16142027,53288
09/12/2020,15/12/2020,Naifaru,Baros,276340,30988,211580,97135,138248813,144958260,12115563,9233095,43254
09/12/2020,15/12/2020,Naifaru,Fuvahmulah,313586,38002,195902,335057,28801833,26211295,18713937,2966422,183580
09/12/2020,15/12/2020,Baros,Male,310138,178171,211920,243665,22466660,190148605,3059130,8443691,815955
09/12/2020,15/12/2020,Baros,Maafushi,116679,135882,257366,205547,14460676,228715262,5114116,13520089,969830
09/12/2020,15/12/2020,Baros,Naifaru,410062,76281,444432,10597,111299187,35263306,8827928,8779756,610060
09/12/2020,15/12/2020,Baros,Baros,83361,176983,416240,248394,127278732,166095210,19511266,17136148,777412
09/12/2020,15/12/2020,Baros,Fuvahmulah,136219,252001,83328,148416,200458313,38164069,14107503,2991774,405088
09/12/2020,15/12/2020,Fuvahmulah,Male,236620,241831,431448,421112,114931902,147256777,302032,3007241,976311
09/12/2020,15/12/2020,Fuvahmulah,Maafushi,27,367744,67625,392238,217355330,91856678,9824936,16834249,893727
09/12/2020,15/12/2020,Fuvahmulah,Naifaru,385661,323365,72812,339400,228190192,186861747,11327890,6516438,263838
09/12/2020,15/12/2020,Fuvahmulah,Baros,142121,158753,385438,439839,162384066,206459767,4928363,19732880,702511
09/12/2020,15/12/2020,Fuvahmulah,Fuvahmulah,484089,68922,472005,149650,107930813,147103735,4928315,16089381,531941
16/12/2020,22/12/2020,Male,Male,353390,73612,35038,67277,217079956,111711413,5724918,6282320,556659
16/12/2020,22/12/2020,Male,Maafushi,374479,67790,179135,461448,177196681,242879769,6622552,6054653,299040
16/12/2020,22/12/2020,Male,Naifaru,198304,138522,227200,144036,232540649,243868813,5289575,2204884,875532
