date_from,date_to,district_in,district_out,district_in_encoded,district_out_encoded,density,subscribers,sms_in ,sms_out ,call_in,call_out ,movement ,average_call_duration
10/06/2020,16/06/2020,Naifaru,Male,Metromic,Cremont,389,261524,72725296,149058110,15464140,16580092,204,368
10/06/2020,16/06/2020,Naifaru,Maafushi,Metromic,Portico,389,261524,3320696,30347322,1948526,8947980,364,413
10/06/2020,16/06/2020,Naifaru,Naifaru,Metromic,Metromic,389,261524,22656775,90920327,11288232,9183089,225,569
10/06/2020,16/06/2020,Naifaru,Baros,Metromic,Stonewall,389,261524,36884673,116441496,15718131,10958218,311,444
10/06/2020,16/06/2020,Naifaru,Fuvahmulah,Metromic,Seabrook,389,261524,162793821,5896166,14315197,17956254,176,414
10/06/2020,16/06/2020,Baros,Male,Stonewall,Cremont,55,23208,90874011,49508301,5843703,10057554,452,180
10/06/2020,16/06/2020,Baros,Maafushi,Stonewall,Portico,55,23208,52467655,28208049,12117839,19377245,12,693
10/06/2020,16/06/2020,Baros,Naifaru,Stonewall,Metromic,55,23208,156116595,150391156,8795171,4749796,219,537
10/06/2020,16/06/2020,Baros,Baros,Stonewall,Stonewall,55,23208,247863373,146102920,1796521,1411453,359,685
10/06/2020,16/06/2020,Baros,Fuvahmulah,Stonewall,Seabrook,55,23208,191394250,201212431,19357556,9227498,394,542
10/06/2020,16/06/2020,Fuvahmulah,Male,Seabrook,Cremont,726,228468,61362650,30581461,9475538,17302276,342,794
10/06/2020,16/06/2020,Fuvahmulah,Maafushi,Seabrook,Portico,726,228468,98047411,106594156,15670734,12025692,115,556
10/06/2020,16/06/2020,Fuvahmulah,Naifaru,Seabrook,Metromic,726,228468,5302450,70617388,7458917,9439766,2,378
10/06/2020,16/06/2020,Fuvahmulah,Baros,Seabrook,Stonewall,726,228468,43744000,108888922,7993659,3960043,365,398
10/06/2020,16/06/2020,Fuvahmulah,Fuvahmulah,Seabrook,Seabrook,726,228468,148094848,33844461,19604561,14599522,450,467
17/06/2020,23/06/2020,Male,Male,Cremont,Cremont,1541,426721,119937499,62803219,5222678,13595338,387,273
17/06/2020,23/06/2020,Male,Maafushi,Cremont,Portico,1541,426721,86660252,210969927,3011892,9931581,128,336
17/06/2020,23/06/2020,Male,Naifaru,Cremont,Metromic,1541,426721,29549820,87736140,7910998,12606960,294,81
17/06/2020,23/06/2020,Male,Baros,Cremont,Stonewall,1541,426721,103343256,158559610,9476621,15452176,162,423
17/06/2020,23/06/2020,Male,Fuvahmulah,Cremont,Seabrook,1541,426721,189956446,99580437,11661837,3028468,189,602
17/06/2020,23/06/2020,Maafushi,Male,Portico,Cremont,1064,83289,25761569,155672953,16799961,6282491,202,363
17/06/2020,23/06/2020,Maafushi,Maafushi,Portico,Portico,1064,83289,1402651,63295867,12059682,2801280,427,307
17/06/2020,23/06/2020,Maafushi,Naifaru,Portico,Metromic,1064,83289,65299972,226025938,18109428,8979503,11,414
17/06/2020,23/06/2020,Maafushi,Baros,Portico,Stonewall,1064,83289,22606391,182823167,13193475,17691645,78,153
17/06/2020,23/06/2020,Maafushi,Fuvahmulah,Portico,Seabrook,1064,83289,158713698,61759673,14668557,1108944,368,488
17/06/2020,23/06/2020,Naifaru,Male,Metromic,Cremont,260,415051,238049646,78446150,13126306,12506882,115,656
17/06/2020,23/06/2020,Naifaru,Maafushi,Metromic,Portico,260,415051,145104176,120891259,16231290,13014048,151,248
17/06/2020,23/06/2020,Naifaru,Naifaru,Metromic,Metromic,260,415051,35600066,140852263,2292728,17792566,253,64
17/06/2020,23/06/2020,Naifaru,Baros,Metromic,Stonewall,260,415051,112673513,180075197,12349523,11766945,440,3
17/06/2020,23/06/2020,Naifaru,Fuvahmulah,Metromic,Seabrook,260,415051,38970698,94899814,16690075,10110944,94,489
17/06/2020,23/06/2020,Baros,Male,Stonewall,Cremont,728,355593,148898979,193405583,14160170,10547290,177,883
17/06/2020,23/06/2020,Baros,Maafushi,Stonewall,Portico,728,355593,141441418,162571712,12246365,9131956,167,624
17/06/2020,23/06/2020,Baros,Naifaru,Stonewall,Metromic,728,355593,205657120,74270811,17564692,14129541,18,642
17/06/2020,23/06/2020,Baros,Baros,Stonewall,Stonewall,728,355593,57539864,65869710,6423699,3921291,483,870
17/06/2020,23/06/2020,Baros,Fuvahmulah,Stonewall,Seabrook,728,355593,147332007,134327139,6733851,18363083,209,784
17/06/2020,23/06/2020,Fuvahmulah,Male,Seabrook,Cremont,268,27478,117739044,225535507,9971902,5296990,46,593
17/06/2020,23/06/2020,Fuvahmulah,Maafushi,Seabrook,Portico,268,27478,146811649,3820461,698713,19474878,368,243
17/06/2020,23/06/2020,Fuvahmulah,Naifaru,Seabrook,Metromic,268,27478,218911421,139933775,9180252,3334678,360,753
17/06/2020,23/06/2020,Fuvahmulah,Baros,Seabrook,Stonewall,268,27478,23239752,20213180,17777735,8115822,269,858
17/06/2020,23/06/2020,Fuvahmulah,Fuvahmulah,Seabrook,Seabrook,268,27478,213253117,240122868,12455421,17836649,13,93
24/06/2020,30/06/2020,Male,Male,Cremont,Cremont,1523,181184,190573957,30364313,10390761,16569325,52,354
24/06/2020,30/06/2020,Male,Maafushi,Cremont,Portico,1523,181184,33808448,93309178,2380612,2827552,425,17
24/06/2020,30/06/2020,Male,Naifaru,Cremont,Metromic,1523,181184,204018764,30675927,19896689,3322041,176,428
24/06/2020,30/06/2020,Male,Baros,Cremont,Stonewall,1523,181184,14312538,201889928,7461874,5420102,303,540
24/06/2020,30/06/2020,Male,Fuvahmulah,Cremont,Seabrook,1523,181184,105036208,236702662,4501286,9874041,152,779
24/06/2020,30/06/2020,Maafushi,Male,Portico,Cremont,432,48664,49923790,112925765,270996,7603907,401,52
24/06/2020,30/06/2020,Maafushi,Maafushi,Portico,Portico,432,48664,2789440,190968339,2200417,10821162,160,553
24/06/2020,30/06/2020,Maafushi,Naifaru,Portico,Metromic,432,48664,227678784,54676487,12722543,4612969,280,459
24/06/2020,30/06/2020,Maafushi,Baros,Portico,Stonewall,432,48664,247064703,143216358,7975428,14839268,422,69
24/06/2020,30/06/2020,Maafushi,Fuvahmulah,Portico,Seabrook,432,48664,38657718,6177673,13156623,11457403,337,126
24/06/2020,30/06/2020,Naifaru,Male,Metromic,Cremont,750,348845,32876696,160303598,2866383,13247184,335,812
24/06/2020,30/06/2020,Naifaru,Maafushi,Metromic,Portico,750,348845,247559075,112130356,13491908,7611163,272,38
24/06/2020,30/06/2020,Naifaru,Naifaru,Metromic,Metromic,750,348845,209274021,83251959,4513093,9530002,11,83
24/06/2020,30/06/2020,Naifaru,Baros,Metromic,Stonewall,750,348845,14650573,97632599,18814681,15351241,124,855
24/06/2020,30/06/2020,Naifaru,Fuvahmulah,Metromic,Seabrook,750,348845,127438724,213816402,13686356,7713234,27,469
24/06/2020,30/06/2020,Baros,Male,Stonewall,Cremont,395,41496,85081422,146162963,7519351,11567696,30,504
24/06/2020,30/06/2020,Baros,Maafushi,Stonewall,Portico,395,41496,105172160,77015831,12752287,16009477,129,219
24/06/2020,30/06/2020,Baros,Naifaru,Stonewall,Metromic,395,41496,238321186,53124221,11405271,12229427,170,79
24/06/2020,30/06/2020,Baros,Baros,Stonewall,Stonewall,395,41496,229390685,154192917,19524656,14210290,34,473
24/06/2020,30/06/2020,Baros,Fuvahmulah,Stonewall,Seabrook,395,41496,45323556,2817126,13691636,267897,461,701
24/06/2020,30/06/2020,Fuvahmulah,Male,Seabrook,Cremont,1549,192731,232265544,121956850,5373450,5952389,275,428
24/06/2020,30/06/2020,Fuvahmulah,Maafushi,Seabrook,Portico,1549,192731,14853752,241261896,1798231,4396636,406,351
24/06/2020,30/06/2020,Fuvahmulah,Naifaru,Seabrook,Metromic,1549,192731,184943960,46375644,7573790,4486750,429,223
24/06/2020,30/06/2020,Fuvahmulah,Baros,Seabrook,Stonewall,1549,192731,168232825,221648580,13134491,10437917,237,551
24/06/2020,30/06/2020,Fuvahmulah,Fuvahmulah,Seabrook,Seabrook,1549,192731,113516881,190707985,16182400,524052,284,731
01/07/2020,07/07/2020,Male,Male,Cremont,Cremont,266,491930,222532290,227348977,13487435,9334653,357,347
01/07/2020,07/07/2020,Male,Maafushi,Cremont,Portico,266,491930,24722342,193306237,11028531,9672096,415,585
01/07/2020,07/07/2020,Male,Naifaru,Cremont,Metromic,266,491930,113820412,178711255,1980532,1067541,440,712
01/07/2020,07/07/2020,Male,Baros,Cremont,Stonewall,266,491930,250352777,145339765,13833044,7872974,39,305
01/07/2020,07/07/2020,Male,Fuvahmulah,Cremont,Seabrook,266,491930,227027487,28411440,8953686,19953413,334,31
01/07/2020,07/07/2020,Maafushi,Male,Portico,Cremont,1024,384990,238937417,238866521,8560079,18098785,312,748
01/07/2020,07/07/2020,Maafushi,Maafushi,Portico,Portico,1024,384990,249621648,210579571,8736352,3262621,495,878
01/07/2020,07/07/2020,Maafushi,Naifaru,Portico,Metromic,1024,384990,230390584,112865444,18960564,3748064,484,399
01/07/2020,07/07/2020,Maafushi,Baros,Portico,Stonewall,1024,384990,22204789,43989696,1579346,1207791,493,801
01/07/2020,07/07/2020,Maafushi,Fuvahmulah,Portico,Seabrook,1024,384990,220735087,165105627,3479048,9844412,369,45
01/07/2020,07/07/2020,Naifaru,Male,Metromic,Cremont,429,162114,197985900,38880628,19982432,14555076,236,490
01/07/2020,07/07/2020,Naifaru,Maafushi,Metromic,Portico,429,162114,91500965,251644029,14708564,5596679,494,300
01/07/2020,07/07/2020,Naifaru,Naifaru,Metromic,Metromic,429,162114,30507878,62741125,4051114,18228465,183,517
01/07/2020,07/07/2020,Naifaru,Baros,Metromic,Stonewall,429,162114,211909552,56761754,12061492,12126010,109,695
01/07/2020,07/07/2020,Naifaru,Fuvahmulah,Metromic,Seabrook,429,162114,53202441,81052368,12189352,5869421,111,546
01/07/2020,07/07/2020,Baros,Male,Stonewall,Cremont,1317,320197,105065116,150560054,4362115,3361514,64,843
01/07/2020,07/07/2020,Baros,Maafushi,Stonewall,Portico,1317,320197,51460273,177583449,19348522,16749443,3,854
01/07/2020,07/07/2020,Baros,Naifaru,Stonewall,Metromic,1317,320197,165693153,158346362,9557739,10076424,110,277
01/07/2020,07/07/2020,Baros,Baros,Stonewall,Stonewall,1317,320197,167419847,208602292,17869156,7555268,165,496
01/07/2020,07/07/2020,Baros,Fuvahmulah,Stonewall,Seabrook,1317,320197,86529975,198110703,2734880,5978861,184,190
01/07/2020,07/07/2020,Fuvahmulah,Male,Seabrook,Cremont,595,8476,141126811,186570449,617092,4864583,313,244
01/07/2020,07/07/2020,Fuvahmulah,Maafushi,Seabrook,Portico,595,8476,110423129,35288943,6037009,15596555,174,357
01/07/2020,07/07/2020,Fuvahmulah,Naifaru,Seabrook,Metromic,595,8476,82208994,52713990,14008446,18187719,281,788
01/07/2020,07/07/2020,Fuvahmulah,Baros,Seabrook,Stonewall,595,8476,176096220,199871339,2403561,11903164,436,292
01/07/2020,07/07/2020,Fuvahmulah,Fuvahmulah,Seabrook,Seabrook,595,8476,139805766,241889601,6508156,17195159,117,146
08/07/2020,14/07/2020,Male,Male,Cremont,Cremont,190,291265,206143084,101479829,5702946,1268000,53,466
08/07/2020,14/07/2020,Male,Maafushi,Cremont,Portico,190,291265,110466405,126539047,6766123,4592922,162,268
08/07/2020,14/07/2020,Male,Naifaru,Cremont,Metromic,190,291265,71387772,38345943,6332849,4338204,145,713
08/07/2020,14/07/2020,Male,Baros,Cremont,Stonewall,190,291265,70342596,214867885,13999457,7141647,291,745
08/07/2020,14/07/2020,Male,Fuvahmulah,Cremont,Seabrook,190,291265,3505044,118366674,8770400,8906561,205,163
08/07/2020,14/07/2020,Maafushi,Male,Portico,Cremont,1227,98876,95554660,5853964,4367584,9072198,342,474
08/07/2020,14/07/2020,Maafushi,Maafushi,Portico,Portico,1227,98876,26283946,22832172,7776158,6939288,449,239
08/07/2020,14/07/2020,Maafushi,Naifaru,Portico,Metromic,1227,98876,92917106,171523371,18256518,9514485,195,145
08/07/2020,14/07/2020,Maafushi,Baros,Portico,Stonewall,1227,98876,224892252,21045382,15851682,15143613,128,147
08/07/2020,14/07/2020,Maafushi,Fuvahmulah,Portico,Seabrook,1227,98876,33053028,53623179,9312451,8496415,421,49
08/07/2020,14/07/2020,Naifaru,Male,Metromic,Cremont,1429,125457,158329615,190082839,14629986,3922660,61,347
08/07/2020,14/07/2020,Naifaru,Maafushi,Metromic,Portico,1429,125457,140554351,995880,604249,4431552,268,74
08/07/2020,14/07/2020,Naifaru,Naifaru,Metromic,Metromic,1429,125457,105230565,110750619,9875312,15302037,157,49
08/07/2020,14/07/2020,Naifaru,Baros,Metromic,Stonewall,1429,125457,226977845,197879196,5366520,5509516,421,743
08/07/2020,14/07/2020,Naifaru,Fuvahmulah,Metromic,Seabrook,1429,125457,164189392,56673448,14865141,18772838,190,233
08/07/2020,14/07/2020,Baros,Male,Stonewall,Cremont,1456,475470,243716569,9053613,2106318,5534101,12,82
08/07/2020,14/07/2020,Baros,Maafushi,Stonewall,Portico,1456,475470,174013338,45482741,19095742,12264304,292,217
08/07/2020,14/07/2020,Baros,Naifaru,Stonewall,Metromic,1456,475470,99249323,71279338,3032773,12531337,28,706
08/07/2020,14/07/2020,Baros,Baros,Stonewall,Stonewall,1456,475470,137118114,220056837,9157241,17722802,154,2
08/07/2020,14/07/2020,Baros,Fuvahmulah,Stonewall,Seabrook,1456,475470,233180304,7367993,4375896,14028804,319,214
08/07/2020,14/07/2020,Fuvahmulah,Male,Seabrook,Cremont,683,380814,234253839,175555453,5919106,11221080,307,333
08/07/2020,14/07/2020,Fuvahmulah,Maafushi,Seabrook,Portico,683,380814,89209257,43973062,17982441,9157257,79,502
08/07/2020,14/07/2020,Fuvahmulah,Naifaru,Seabrook,Metromic,683,380814,209868916,206083685,16580064,15198702,334,74
08/07/2020,14/07/2020,Fuvahmulah,Baros,Seabrook,Stonewall,683,380814,198027457,207912623,10693576,11781140,275,123
08/07/2020,14/07/2020,Fuvahmulah,Fuvahmulah,Seabrook,Seabrook,683,380814,89757140,82376767,7559359,10893886,420,299
15/07/2020,21/07/2020,Male,Male,Cremont,Cremont,840,396251,169011042,70660568,2695595,2134539,408,429
15/07/2020,21/07/2020,Male,Maafushi,Cremont,Portico,840,396251,37765893,13826959,16379565,18934672,407,741
15/07/2020,21/07/2020,Male,Naifaru,Cremont,Metromic,840,396251,164983397,173773991,15837990,15443276,83,421
15/07/2020,21/07/2020,Male,Baros,Cremont,Stonewall,840,396251,178747158,140762098,14101347,1959025,476,362
15/07/2020,21/07/2020,Male,Fuvahmulah,Cremont,Seabrook,840,396251,236087995,99034458,13723228,4587505,486,656
15/07/2020,21/07/2020,Maafushi,Male,Portico,Cremont,196,309816,134601254,235545444,19550011,15584364,144,399
15/07/2020,21/07/2020,Maafushi,Maafushi,Portico,Portico,196,309816,116233075,129312707,4742646,15454018,317,542
15/07/2020,21/07/2020,Maafushi,Naifaru,Portico,Metromic,196,309816,42435969,246832936,18229465,5082062,51,284
15/07/2020,21/07/2020,Maafushi,Baros,Portico,Stonewall,196,309816,13102339,209931926,8901758,14229975,362,383
15/07/2020,21/07/2020,Maafushi,Fuvahmulah,Portico,Seabrook,196,309816,121516720,41234931,2200264,10655834,48,25
15/07/2020,21/07/2020,Naifaru,Male,Metromic,Cremont,389,3995,36479402,79851532,285329,13114074,322,142
15/07/2020,21/07/2020,Naifaru,Maafushi,Metromic,Portico,389,3995,42839446,62212459,8906894,10550693,383,403
15/07/2020,21/07/2020,Naifaru,Naifaru,Metromic,Metromic,389,3995,212901132,145336413,19610492,12047488,337,817
15/07/2020,21/07/2020,Naifaru,Baros,Metromic,Stonewall,389,3995,28421839,180905767,17544214,16561264,388,635
15/07/2020,21/07/2020,Naifaru,Fuvahmulah,Metromic,Seabrook,389,3995,15429,34081311,13809957,12398149,440,788
15/07/2020,21/07/2020,Baros,Male,Stonewall,Cremont,330,112931,95875003,67395576,11148956,15784007,392,176
15/07/2020,21/07/2020,Baros,Maafushi,Stonewall,Portico,330,112931,80541645,165187714,9173501,9045449,5,284
15/07/2020,21/07/2020,Baros,Naifaru,Stonewall,Metromic,330,112931,13881776,38955290,8089403,10876170,390,465
15/07/2020,21/07/2020,Baros,Baros,Stonewall,Stonewall,330,112931,129363357,172044678,14076965,19463081,103,637
15/07/2020,21/07/2020,Baros,Fuvahmulah,Stonewall,Seabrook,330,112931,99562959,55867600,11835697,3852250,98,692
15/07/2020,21/07/2020,Fuvahmulah,Male,Seabrook,Cremont,314,10631,216696160,208820965,5381002,13724051,144,544
15/07/2020,21/07/2020,Fuvahmulah,Maafushi,Seabrook,Portico,314,10631,60592497,49973278,16312939,14430803,21,638
15/07/2020,21/07/2020,Fuvahmulah,Naifaru,Seabrook,Metromic,314,10631,88739220,117340923,7483826,7381753,303,408
15/07/2020,21/07/2020,Fuvahmulah,Baros,Seabrook,Stonewall,314,10631,81220957,133544813,2546887,4678936,325,463
15/07/2020,21/07/2020,Fuvahmulah,Fuvahmulah,Seabrook,Seabrook,314,10631,149719904,181904212,17389295,16334157,317,801
22/07/2020,28/07/2020,Male,Male,Cremont,Cremont,692,302448,109626506,94644620,9182267,15907502,77,652
22/07/2020,28/07/2020,Male,Maafushi,Cremont,Portico,692,302448,32701890,108223236,17658377,15834746,156,547
22/07/2020,28/07/2020,Male,Naifaru,Cremont,Metromic,692,302448,116105883,35799108,18820592,1146777,384,245
22/07/2020,28/07/2020,Male,Baros,Cremont,Stonewall,692,302448,144177867,49016165,447741,13382238,368,216
22/07/2020,28/07/2020,Male,Fuvahmulah,Cremont,Seabrook,692,302448,66700314,106315865,13329407,12787211,260,186
22/07/2020,28/07/2020,Maafushi,Male,Portico,Cremont,101,435157,251578215,200207738,16639013,19869950,214,131
22/07/2020,28/07/2020,Maafushi,Maafushi,Portico,Portico,101,435157,17671226,192712342,14601778,16414042,52,177
22/07/2020,28/07/2020,Maafushi,Naifaru,Portico,Metromic,101,435157,192178501,167725180,7468388,7543698,307,839
22/07/2020,28/07/2020,Maafushi,Baros,Portico,Stonewall,101,435157,208448891,68353143,18677702,16627135,3,543
22/07/2020,28/07/2020,Maafushi,Fuvahmulah,Portico,Seabrook,101,435157,5499547,133386047,12483561,10361158,311,291
22/07/2020,28/07/2020,Naifaru,Male,Metromic,Cremont,929,281641,160543621,29836122,7646401,9929306,317,793
22/07/2020,28/07/2020,Naifaru,Maafushi,Metromic,Portico,929,281641,109999700,216675892,9149484,17992655,430,668
22/07/2020,28/07/2020,Naifaru,Naifaru,Metromic,Metromic,929,281641,158417455,150498614,7102886,5930471,55,779
22/07/2020,28/07/2020,Naifaru,Baros,Metromic,Stonewall,929,281641,20145724,21522148,18210321,920326,247,804
22/07/2020,28/07/2020,Naifaru,Fuvahmulah,Metromic,Seabrook,929,281641,40761348,85350409,2947740,9407132,237,102
22/07/2020,28/07/2020,Baros,Male,Stonewall,Cremont,1325,308277,158864308,190722103,10206104,15371079,65,230
22/07/2020,28/07/2020,Baros,Maafushi,Stonewall,Portico,1325,308277,40202316,39312289,13881182,9243897,220,200
22/07/2020,28/07/2020,Baros,Naifaru,Stonewall,Metromic,1325,308277,72708202,134514054,11382485,12014729,155,728
22/07/2020,28/07/2020,Baros,Baros,Stonewall,Stonewall,1325,308277,203498040,144647595,18583461,19170723,34,880
22/07/2020,28/07/2020,Baros,Fuvahmulah,Stonewall,Seabrook,1325,308277,58182139,43644438,15014126,3049167,426,262
22/07/2020,28/07/2020,Fuvahmulah,Male,Seabrook,Cremont,953,483552,231550986,57710926,14934219,11901037,190,834
22/07/2020,28/07/2020,Fuvahmulah,Maafushi,Seabrook,Portico,953,483552,6104199,88211855,13765276,11863892,124,129
22/07/2020,28/07/2020,Fuvahmulah,Naifaru,Seabrook,Metromic,953,483552,166682695,137334716,9347122,6777408,0,466
22/07/2020,28/07/2020,Fuvahmulah,Baros,Seabrook,Stonewall,953,483552,86234122,171534422,6161906,19707452,177,31
22/07/2020,28/07/2020,Fuvahmulah,Fuvahmulah,Seabrook,Seabrook,953,483552,19949605,150716096,9025286,15426402,394,587
29/07/2020,04/08/2020,Male,Male,Cremont,Cremont,808,411628,210873460,74830412,18028900,9853392,382,812
29/07/2020,04/08/2020,Male,Maafushi,Cremont,Portico,808,411628,67046084,173963516,6223125,1177113,488,628
29/07/2020,04/08/2020,Male,Naifaru,Cremont,Metromic,808,411628,182931153,10341314,12625916,19554163,88,510
29/07/2020,04/08/2020,Male,Baros,Cremont,Stonewall,808,411628,41558796,59696246,17649229,12726824,111,84
29/07/2020,04/08/2020,Male,Fuvahmulah,Cremont,Seabrook,808,411628,156644414,82174912,8511827,11876203,337,568
29/07/2020,04/08/2020,Maafushi,Male,Portico,Cremont,1363,393124,10397305,30019411,18211342,4791907,81,176
29/07/2020,04/08/2020,Maafushi,Maafushi,Portico,Portico,1363,393124,66078250,227417589,7674228,10333846,247,346
29/07/2020,04/08/2020,Maafushi,Naifaru,Portico,Metromic,1363,393124,150856431,108067003,7215927,6336594,389,603
29/07/2020,04/08/2020,Maafushi,Baros,Portico,Stonewall,1363,393124,228264743,51897736,2635572,5029764,103,766
29/07/2020,04/08/2020,Maafushi,Fuvahmulah,Portico,Seabrook,1363,393124,172511146,46704249,16415754,521807,93,575
29/07/2020,04/08/2020,Naifaru,Male,Metromic,Cremont,950,353770,214392139,193164917,2709380,13751375,417,411
29/07/2020,04/08/2020,Naifaru,Maafushi,Metromic,Portico,950,353770,9565555,92260256,4514327,2391783,468,150
29/07/2020,04/08/2020,Naifaru,Naifaru,Metromic,Metromic,950,353770,210001090,187966932,16442630,4233163,417,655
29/07/2020,04/08/2020,Naifaru,Baros,Metromic,Stonewall,950,353770,132303585,169360411,7372887,16586924,399,316
29/07/2020,04/08/2020,Naifaru,Fuvahmulah,Metromic,Seabrook,950,353770,147302286,43107316,10562961,13018674,275,396
29/07/2020,04/08/2020,Baros,Male,Stonewall,Cremont,159,24658,149533446,185199094,3213252,17750029,320,355
29/07/2020,04/08/2020,Baros,Maafushi,Stonewall,Portico,159,24658,107738686,131362736,12509282,1791029,182,559
29/07/2020,04/08/2020,Baros,Naifaru,Stonewall,Metromic,159,24658,163855092,146604780,19665897,19608379,239,108
29/07/2020,04/08/2020,Baros,Baros,Stonewall,Stonewall,159,24658,83440342,14955121,7647864,18093591,409,17
29/07/2020,04/08/2020,Baros,Fuvahmulah,Stonewall,Seabrook,159,24658,240289508,61467556,17009746,11588194,272,781
29/07/2020,04/08/2020,Fuvahmulah,Male,Seabrook,Cremont,183,216105,118740332,159721888,6079721,12695020,444,168
29/07/2020,04/08/2020,Fuvahmulah,Maafushi,Seabrook,Portico,183,216105,123719037,126130728,17739353,1458977,296,395
29/07/2020,04/08/2020,Fuvahmulah,Naifaru,Seabrook,Metromic,183,216105,38130626,77708833,18289313,11917818,167,447
29/07/2020,04/08/2020,Fuvahmulah,Baros,Seabrook,Stonewall,183,216105,35060910,41182029,6069531,1123462,376,664
29/07/2020,04/08/2020,Fuvahmulah,Fuvahmulah,Seabrook,Seabrook,183,216105,70196303,106150303,13685081,8390935,404,769
05/08/2020,11/08/2020,Male,Male,Cremont,Cremont,748,89226,55703623,10954006,7347437,994339,201,31
05/08/2020,11/08/2020,Male,Maafushi,Cremont,Portico,748,89226,78032341,28900237,17197911,15483631,392,106
05/08/2020,11/08/2020,Male,Naifaru,Cremont,Metromic,748,89226,141697579,207648688,14629006,9356790,190,715
05/08/2020,11/08/2020,Male,Baros,Cremont,Stonewall,748,89226,63897227,98539926,4145035,2340333,211,677
05/08/2020,11/08/2020,Male,Fuvahmulah,Cremont,Seabrook,748,89226,31564635,213769340,5852643,19034661,339,297
05/08/2020,11/08/2020,Maafushi,Male,Portico,Cremont,212,175516,58562487,91058913,1990880,15576292,127,618
05/08/2020,11/08/2020,Maafushi,Maafushi,Portico,Portico,212,175516,30544545,75277306,2213310,18446228,411,137
05/08/2020,11/08/2020,Maafushi,Naifaru,Portico,Metromic,212,175516,69479859,204753348,9914970,8111271,332,107
05/08/2020,11/08/2020,Maafushi,Baros,Portico,Stonewall,212,175516,246734753,97402469,1314667,3799230,142,797
05/08/2020,11/08/2020,Maafushi,Fuvahmulah,Portico,Seabrook,212,175516,207064813,14505372,461653,12602264,72,834
05/08/2020,11/08/2020,Naifaru,Male,Metromic,Cremont,254,111584,132468517,177283632,11410502,2729728,448,367
05/08/2020,11/08/2020,Naifaru,Maafushi,Metromic,Portico,254,111584,230171968,208159281,3435337,6466877,409,21
05/08/2020,11/08/2020,Naifaru,Naifaru,Metromic,Metromic,254,111584,169115111,135004741,3513829,7089731,167,426
05/08/2020,11/08/2020,Naifaru,Baros,Metromic,Stonewall,254,111584,176015130,245140573,19713308,12593037,256,305
05/08/2020,11/08/2020,Naifaru,Fuvahmulah,Metromic,Seabrook,254,111584,161822775,209929676,11552619,6867882,309,579
05/08/2020,11/08/2020,Baros,Male,Stonewall,Cremont,854,107215,250172691,74670683,10439722,11671317,154,515
05/08/2020,11/08/2020,Baros,Maafushi,Stonewall,Portico,854,107215,23259049,94394108,10057268,5849272,369,608
05/08/2020,11/08/2020,Baros,Naifaru,Stonewall,Metromic,854,107215,246696621,91953622,9012755,2675262,498,380
05/08/2020,11/08/2020,Baros,Baros,Stonewall,Stonewall,854,107215,232679324,92825872,2098092,14101452,448,696
05/08/2020,11/08/2020,Baros,Fuvahmulah,Stonewall,Seabrook,854,107215,134531846,7095807,3497945,19075751,84,683
05/08/2020,11/08/2020,Fuvahmulah,Male,Seabrook,Cremont,665,89047,194066718,52861855,19152151,10746755,345,361
05/08/2020,11/08/2020,Fuvahmulah,Maafushi,Seabrook,Portico,665,89047,61020099,110308656,13453451,16370989,70,29
05/08/2020,11/08/2020,Fuvahmulah,Naifaru,Seabrook,Metromic,665,89047,239469468,1923051,6200020,15222882,481,821
05/08/2020,11/08/2020,Fuvahmulah,Baros,Seabrook,Stonewall,665,89047,195547044,82155445,1004004,18236160,62,209
05/08/2020,11/08/2020,Fuvahmulah,Fuvahmulah,Seabrook,Seabrook,665,89047,15441313,191342276,17422209,8042092,447,394
12/08/2020,18/08/2020,Male,Male,Cremont,Cremont,146,133392,248476781,175510597,7990004,14358025,341,214
12/08/2020,18/08/2020,Male,Maafushi,Cremont,Portico,146,133392,3839360,85775291,8194564,11637458,96,430
12/08/2020,18/08/2020,Male,Naifaru,Cremont,Metromic,146,133392,116100374,53414182,2823504,9048973,24,106
12/08/2020,18/08/2020,Male,Baros,Cremont,Stonewall,146,133392,169990432,128081702,3238581,7956096,348,326
12/08/2020,18/08/2020,Male,Fuvahmulah,Cremont,Seabrook,146,133392,38209650,201499596,15770310,1588516,300,37
12/08/2020,18/08/2020,Maafushi,Male,Portico,Cremont,1357,283284,3608277,170264971,18833392,13642107,23,228
12/08/2020,18/08/2020,Maafushi,Maafushi,Portico,Portico,1357,283284,33117042,75226793,10764806,2694575,310,582
12/08/2020,18/08/2020,Maafushi,Naifaru,Portico,Metromic,1357,283284,50186583,143054648,1531217,2890044,420,261
12/08/2020,18/08/2020,Maafushi,Baros,Portico,Stonewall,1357,283284,103234438,86963431,9213827,13213771,305,45
12/08/2020,18/08/2020,Maafushi,Fuvahmulah,Portico,Seabrook,1357,283284,80866823,123375487,4884252,11243624,89,101
12/08/2020,18/08/2020,Naifaru,Male,Metromic,Cremont,125,109556,70362728,174230671,13780256,1280049,187,228
12/08/2020,18/08/2020,Naifaru,Maafushi,Metromic,Portico,125,109556,161329383,100075234,13521124,4417717,182,782
12/08/2020,18/08/2020,Naifaru,Naifaru,Metromic,Metromic,125,109556,198810830,186322223,9084680,13773331,372,443
12/08/2020,18/08/2020,Naifaru,Baros,Metromic,Stonewall,125,109556,172399747,168467828,3905316,17645266,131,435
