date,district_in,district_out,district_in_encoded,district_out_encoded,density,subscribers,sms_in ,sms_out ,call_in,call_out ,movement ,average_call_duration
2020-10,Baros,Naifaru,Stonewall,Metromic,352.25,206978.75,314847733,412863732,53811161,21810231,124.75,427
2020-10,Fuvahmulah,Baros,Seabrook,Stonewall,635,208119,404380317,481308695,40920574,35116854,285,531.5
2020-10,Fuvahmulah,Fuvahmulah,Seabrook,Seabrook,635,208119,717413224,524289842,47773341,55906123,340.5,474
2020-10,Fuvahmulah,Maafushi,Seabrook,Portico,635,208119,284034943,357195314,63497425,18413046,225.75,340.75
2020-10,Fuvahmulah,Male,Seabrook,Cremont,635,208119,368098781,563896692,49756865,56871812,317.5,417.5
2020-10,Fuvahmulah,Naifaru,Seabrook,Metromic,635,208119,486683991,677488628,37268063,32747362,167.5,341
2020-10,Maafushi,Baros,Portico,Stonewall,888.75,150637.25,348969796,535461322,29796124,42450455,344,529.75
2020-10,Maafushi,Fuvahmulah,Portico,Seabrook,888.75,150637.25,477665749,625741770,44088577,30936190,191,543.75
2020-10,Maafushi,Maafushi,Portico,Portico,888.75,150637.25,463940322,497200978,51821796,56747613,296.5,455.25
2020-10,Maafushi,Male,Portico,Cremont,888.75,150637.25,619444177,365563295,37866765,51767370,269.75,619.25
2020-10,Maafushi,Naifaru,Portico,Metromic,888.75,150637.25,215939693,818464967,34342449,23169421,284.75,535.25
2020-10,Male,Baros,Cremont,Stonewall,823.5,229530,675941633,567729488,52436280,53211203,156,652.25
2020-10,Male,Fuvahmulah,Cremont,Seabrook,823.5,229530,739883641,601503453,34049913,25605745,262.5,343.75
2020-10,Male,Maafushi,Cremont,Portico,823.5,229530,123980373,602648995,31221995,45641156,92.25,446.5
2020-10,Male,Male,Cremont,Cremont,823.5,229530,528717188,310372648,37011578,40235630,199.75,531.25
2020-10,Male,Naifaru,Cremont,Metromic,823.5,229530,513210679,428279199,28025353,19232578,215.5,433.5
2020-10,Naifaru,Baros,Metromic,Stonewall,792.75,172294.5,297093817,348715351,41189523,31064082,261.5,609
2020-10,Naifaru,Fuvahmulah,Metromic,Seabrook,792.75,172294.5,722224826,389829523,45071946,31696366,299.5,484.75
2020-10,Naifaru,Maafushi,Metromic,Portico,792.75,172294.5,360730712,434697397,38391300,26437027,338.25,291.25
2020-10,Naifaru,Male,Metromic,Cremont,792.75,172294.5,390353629,606294591,51492169,48369555,267.75,479
2020-10,Naifaru,Naifaru,Metromic,Metromic,792.75,172294.5,272124873,635694936,39765448,44477098,249,575.5
2020-11,Baros,Baros,Stonewall,Stonewall,742,239153,270281970,290398161,50308019,38053801,91.75,503
2020-11,Baros,Fuvahmulah,Stonewall,Seabrook,742,239153,518981340,641224537,24353119,57350420,296,405.25
2020-11,Baros,Maafushi,Stonewall,Portico,742,239153,476228489,164373186,44252393,53626805,409.5,555.75
2020-11,Baros,Male,Stonewall,Cremont,742,239153,304423147,544622155,21499792,43782522,251.5,299.5
2020-11,Baros,Naifaru,Stonewall,Metromic,742,239153,591931697,347951460,33868489,33643403,362.75,623
2020-11,Fuvahmulah,Baros,Seabrook,Stonewall,1065,260082,312521634,221790236,26028696,41654175,246.75,387
2020-11,Fuvahmulah,Fuvahmulah,Seabrook,Seabrook,1065,260082,478921018,577308741,42424291,58248854,262.5,628
2020-11,Fuvahmulah,Maafushi,Seabrook,Portico,1065,260082,529772510,308481246,36124763,29238307,334.5,473.5
2020-11,Fuvahmulah,Male,Seabrook,Cremont,1065,260082,318806584,280373180,35769693,52249195,261,351.25
2020-11,Fuvahmulah,Naifaru,Seabrook,Metromic,1065,260082,553457834,566021625,30633462,41717242,196.5,510.25
2020-11,Maafushi,Baros,Portico,Stonewall,507,194642.25,779646873,386229830,50957077,28378563,236.75,495.75
2020-11,Maafushi,Fuvahmulah,Portico,Seabrook,507,194642.25,692329239,562593023,56446668,20531080,202,371.5
2020-11,Maafushi,Maafushi,Portico,Portico,507,194642.25,656942311,687723340,30948198,50526298,267.75,486.25
2020-11,Maafushi,Male,Portico,Cremont,507,194642.25,528554409,671891349,45080794,35283736,237.5,400.5
2020-11,Maafushi,Naifaru,Portico,Metromic,507,194642.25,884405501,262989668,39543356,38512325,142.5,477.5
2020-11,Male,Baros,Cremont,Stonewall,909.5,317187.75,525628532,443633303,38469336,33622007,246.25,691.75
2020-11,Male,Fuvahmulah,Cremont,Seabrook,909.5,317187.75,587995611,393302087,43461356,42368297,124,508.5
2020-11,Male,Maafushi,Cremont,Portico,909.5,317187.75,580060868,621726303,45095476,53853648,195.5,292
2020-11,Male,Male,Cremont,Cremont,909.5,317187.75,587752450,592278480,27200468,36859012,255.25,302.5
2020-11,Male,Naifaru,Cremont,Metromic,909.5,317187.75,180218382,635919048,43227760,52632301,243.75,608.75
2020-11,Naifaru,Baros,Metromic,Stonewall,571,316936.5,152174332,531637211,49550616,61107628,246.25,531.5
2020-11,Naifaru,Fuvahmulah,Metromic,Seabrook,571,316936.5,320626838,439208177,36461228,36791842,336,499.25
2020-11,Naifaru,Maafushi,Metromic,Portico,571,316936.5,521925567,303359779,53987153,45202183,195,459.25
2020-11,Naifaru,Male,Metromic,Cremont,571,316936.5,635116461,680121730,46600216,40912273,167.75,408
2020-11,Naifaru,Naifaru,Metromic,Metromic,571,316936.5,445602101,761412190,42633681,39777964,354,318.5
2020-12,Baros,Baros,Stonewall,Stonewall,974.6,108090.2,767898904,489301976,48810238,49943080,248.4,306.8
2020-12,Baros,Fuvahmulah,Stonewall,Seabrook,974.6,108090.2,525063585,610721615,31029743,44335617,279.2,393.4
2020-12,Baros,Maafushi,Stonewall,Portico,974.6,108090.2,599004727,517602618,39039176,37468032,158.2,358.2
2020-12,Baros,Male,Stonewall,Cremont,974.6,108090.2,943162457,871661937,50065540,38652223,271.8,497.4
2020-12,Baros,Naifaru,Stonewall,Metromic,974.6,108090.2,667345183,733633597,41388901,41483014,216.6,436.8
2020-12,Fuvahmulah,Baros,Seabrook,Stonewall,829,210854.2,700396410,504441270,61797837,56929262,205.8,523.4
2020-12,Fuvahmulah,Fuvahmulah,Seabrook,Seabrook,829,210854.2,542129461,465993548,62811531,41044925,271.8,440
2020-12,Fuvahmulah,Maafushi,Seabrook,Portico,829,210854.2,769340789,482552064,68980664,28361447,205.8,479.6
2020-12,Fuvahmulah,Male,Seabrook,Cremont,829,210854.2,757669686,380379238,57862946,46473744,262.2,463.8
2020-12,Fuvahmulah,Naifaru,Seabrook,Metromic,829,210854.2,920102946,707510165,58287925,37044360,263.8,416.6
2020-12,Maafushi,Baros,Portico,Stonewall,1027.2,376995.2,631813883,784444858,50879924,35724155,239,218
2020-12,Maafushi,Fuvahmulah,Portico,Seabrook,1027.2,376995.2,705429246,676889156,35306987,41500096,224.6,252.8
2020-12,Maafushi,Maafushi,Portico,Portico,1027.2,376995.2,523102986,705202597,56328707,58566165,209.8,354.6
2020-12,Maafushi,Male,Portico,Cremont,1027.2,376995.2,460063847,706128371,90030890,63991297,158.4,346.2
2020-12,Maafushi,Naifaru,Portico,Metromic,1027.2,376995.2,450824142,786880755,49083072,12771969,361.2,353.2
2020-12,Male,Baros,Cremont,Stonewall,595.6,334662.6,935146785,810165572,59830677,64156181,200,519.4
2020-12,Male,Fuvahmulah,Cremont,Seabrook,595.6,334662.6,873040949,762361785,38893262,41371440,263.2,357.8
2020-12,Male,Maafushi,Cremont,Portico,595.6,334662.6,424793228,786715502,46611455,29153993,176,347.6
2020-12,Male,Male,Cremont,Cremont,595.6,334662.6,854444618,647451954,54939687,48620552,339.6,436.2
2020-12,Male,Naifaru,Cremont,Metromic,595.6,334662.6,614562535,709311844,20770930,33355303,193.2,423
2020-12,Naifaru,Baros,Metromic,Stonewall,1143.6,331698.4,759694378,816567603,49154965,46146401,249.4,318.4
2020-12,Naifaru,Fuvahmulah,Metromic,Seabrook,1143.6,331698.4,554341736,370982179,66728076,54332708,241.2,436.8
2020-12,Naifaru,Maafushi,Metromic,Portico,1143.6,331698.4,472976532,693692308,39938275,68942297,234.8,639.4
2020-12,Naifaru,Male,Metromic,Cremont,1143.6,331698.4,436575294,905976941,66607087,33059067,294.6,525
2020-12,Naifaru,Naifaru,Metromic,Metromic,1143.6,331698.4,863966550,547150392,46296315,60403948,321.4,600.6
2021-01,Baros,Baros,Stonewall,Stonewall,1055,162466,504278046,704451920,46454399,46975190,197.8,459.2
2021-01,Baros,Fuvahmulah,Stonewall,Seabrook,1055,162466,736379743,848367311,32639434,36933594,316.6,642.2
2021-01,Baros,Maafushi,Stonewall,Portico,1055,162466,867600132,520758832,57267003,43583730,221,326.4
2021-01,Baros,Male,Stonewall,Cremont,1055,162466,429285008,725567358,59524248,40748609,243.8,273
2021-01,Baros,Naifaru,Stonewall,Metromic,1055,162466,517495036,499525704,77664181,38882306,180.8,342.8
2021-01,Fuvahmulah,Baros,Seabrook,Stonewall,948.8,339786.4,943659018,810847185,57627390,59812393,283.6,494.2
2021-01,Fuvahmulah,Fuvahmulah,Seabrook,Seabrook,948.8,339786.4,379297849,627232410,47950151,52018237,167.8,546.4
2021-01,Fuvahmulah,Maafushi,Seabrook,Portico,948.8,339786.4,711963937,841251715,63122268,67660938,226.8,481
2021-01,Fuvahmulah,Male,Seabrook,Cremont,948.8,339786.4,656736664,1058227537,47117996,56145536,350.8,445.4
2021-01,Fuvahmulah,Naifaru,Seabrook,Metromic,948.8,339786.4,665956265,645429464,30897657,42754131,314.8,543.2
2021-01,Maafushi,Baros,Portico,Stonewall,729.4,229426,344238955,293605019,65690662,61038772,254,446
2021-01,Maafushi,Fuvahmulah,Portico,Seabrook,729.4,229426,595461738,787577714,57829806,58676272,232.4,449
2021-01,Maafushi,Maafushi,Portico,Portico,729.4,229426,607709629,610337457,38077200,45380281,286,439.2
2021-01,Maafushi,Male,Portico,Cremont,729.4,229426,398850824,446545011,46730701,34272953,276.6,227.2
2021-01,Maafushi,Naifaru,Portico,Metromic,729.4,229426,807792852,366047295,68009568,50506986,326,335.8
2021-01,Male,Baros,Cremont,Stonewall,709.6,280230.4,815296772,546790708,52772435,35547271,342.2,160
2021-01,Male,Fuvahmulah,Cremont,Seabrook,709.6,280230.4,772301055,639153373,49833451,55867800,177.2,363.8
2021-01,Male,Maafushi,Cremont,Portico,709.6,280230.4,548133019,676146380,63759099,49151222,191,428
2021-01,Male,Male,Cremont,Cremont,709.6,280230.4,681762729,623369244,58472456,56147145,224.2,373
2021-01,Male,Naifaru,Cremont,Metromic,709.6,280230.4,723463300,549653898,50849845,81335340,262.6,320.6
2021-01,Naifaru,Baros,Metromic,Stonewall,936.2,217870,943082302,626572206,51137151,38842389,227.8,600
2021-01,Naifaru,Fuvahmulah,Metromic,Seabrook,936.2,217870,719158388,807459104,66715653,59969020,252.2,476
2021-01,Naifaru,Maafushi,Metromic,Portico,936.2,217870,532521965,708957044,38655490,45107077,228.4,626.4
2021-01,Naifaru,Male,Metromic,Cremont,936.2,217870,375977368,685960538,59923206,43284253,183.4,449.2
2021-01,Naifaru,Naifaru,Metromic,Metromic,936.2,217870,727388891,487417315,42191495,51348311,298.8,254.8
2021-02,Baros,Baros,Stonewall,Stonewall,585.333333333333,283278.666666667,719391941,532567787,37162335,19985732,223,321
2021-02,Baros,Fuvahmulah,Stonewall,Seabrook,585.333333333333,283278.666666667,571357880,227290025,42049952,25553769,197,394
2021-02,Baros,Maafushi,Stonewall,Portico,585.333333333333,283278.666666667,586672745,336972700,21965716,30533496,178,108
2021-02,Baros,Male,Stonewall,Cremont,585.333333333333,283278.666666667,258838406,423526087,41978976,43634199,204.666666666667,425.333333333333
2021-02,Baros,Naifaru,Stonewall,Metromic,585.333333333333,283278.666666667,286689548,545534347,47001726,34519069,281.333333333333,438.333333333333
2021-02,Fuvahmulah,Baros,Seabrook,Stonewall,824,229921.333333333,464335686,510378766,44585855,22908592,133.666666666667,315
2021-02,Fuvahmulah,Fuvahmulah,Seabrook,Seabrook,824,229921.333333333,338181159,467226630,6918665,25631251,155.666666666667,404
2021-02,Fuvahmulah,Maafushi,Seabrook,Portico,824,229921.333333333,530252909,418964101,40362370,16011114,310,526.333333333333
2021-02,Fuvahmulah,Male,Seabrook,Cremont,824,229921.333333333,463836340,388263227,27728645,39937319,81,656.666666666667
2021-02,Fuvahmulah,Naifaru,Seabrook,Metromic,824,229921.333333333,332176909,474991516,22169154,19266375,387.666666666667,600.333333333333
2021-02,Maafushi,Baros,Portico,Stonewall,1340.33333333333,372962.333333333,283298400,388490306,28884866,30509530,254.666666666667,287
2021-02,Maafushi,Fuvahmulah,Portico,Seabrook,1340.33333333333,372962.333333333,515885769,566483025,43557877,24738769,347.666666666667,358.666666666667
2021-02,Maafushi,Maafushi,Portico,Portico,1340.33333333333,372962.333333333,172885313,617888346,31318583,31421368,371,372.666666666667
2021-02,Maafushi,Male,Portico,Cremont,1340.33333333333,372962.333333333,289715170,368587667,28877596,39528681,292.666666666667,625
2021-02,Maafushi,Naifaru,Portico,Metromic,1340.33333333333,372962.333333333,270523544,492762089,40160526,41266440,191.333333333333,584.333333333333
2021-02,Male,Baros,Cremont,Stonewall,771.666666666667,184072.333333333,436417592,463353152,27491733,7846414,362.666666666667,691
2021-02,Male,Fuvahmulah,Cremont,Seabrook,771.666666666667,184072.333333333,575378279,194145240,25708021,22145667,278.666666666667,306.666666666667
2021-02,Male,Maafushi,Cremont,Portico,771.666666666667,184072.333333333,244477410,159129815,31275346,26735895,184.333333333333,313
2021-02,Male,Male,Cremont,Cremont,771.666666666667,184072.333333333,365789802,462148783,25362701,22283573,301,273.333333333333
2021-02,Male,Naifaru,Cremont,Metromic,771.666666666667,184072.333333333,400095999,139379334,36167072,26280893,217.333333333333,337.666666666667
2021-02,Naifaru,Baros,Metromic,Stonewall,968.333333333333,284867.666666667,126258259,423494582,25895530,27123430,154.333333333333,438
2021-02,Naifaru,Fuvahmulah,Metromic,Seabrook,968.333333333333,284867.666666667,117632494,453665117,28341793,14951762,126,395.333333333333
2021-02,Naifaru,Maafushi,Metromic,Portico,968.333333333333,284867.666666667,296635444,433282248,33867281,22625778,56.6666666666667,505.333333333333
2021-02,Naifaru,Male,Metromic,Cremont,968.333333333333,284867.666666667,259090229,369121772,35807611,24512944,254.666666666667,405.333333333333
2021-02,Naifaru,Naifaru,Metromic,Metromic,968.333333333333,284867.666666667,566969561,499393316,36897838,23218630,262.666666666667,364
2021-03,Baros,Baros,Stonewall,Stonewall,813.833333333333,221322.333333333,952314437,654150960,49202249,49966147,325.333333333333,557.833333333333
2021-03,Baros,Fuvahmulah,Stonewall,Seabrook,813.833333333333,221322.333333333,941653407,715685497,62554972,50876219,274,575.666666666667
2021-03,Baros,Maafushi,Stonewall,Portico,813.833333333333,221322.333333333,601036774,532684025,71354840,36787701,295.833333333333,345.333333333333
2021-03,Baros,Male,Stonewall,Cremont,813.833333333333,221322.333333333,770170900,442407898,78968422,70608147,194.166666666667,455.333333333333
2021-03,Baros,Naifaru,Stonewall,Metromic,813.833333333333,221322.333333333,808250777,736489833,23704278,52674011,238.5,437.166666666667
2021-03,Fuvahmulah,Baros,Seabrook,Stonewall,897,210862.833333333,815444023,964833759,62283971,93934499,237.166666666667,422.833333333333
2021-03,Fuvahmulah,Fuvahmulah,Seabrook,Seabrook,897,210862.833333333,613995968,730837234,54449292,68173715,357.666666666667,342
2021-03,Fuvahmulah,Maafushi,Seabrook,Portico,897,210862.833333333,1141943861,703540123,65611169,54963617,235.166666666667,467
2021-03,Fuvahmulah,Male,Seabrook,Cremont,897,210862.833333333,595856750,846868037,66142329,52043072,303.5,378.5
2021-03,Fuvahmulah,Naifaru,Seabrook,Metromic,897,210862.833333333,657945971,380506285,71266387,56116273,164.166666666667,313.333333333333
2021-03,Maafushi,Baros,Portico,Stonewall,877.833333333333,251485,1054694680,738764417,69421502,62112524,261.166666666667,268.333333333333
2021-03,Maafushi,Fuvahmulah,Portico,Seabrook,877.833333333333,251485,923808943,865756212,87487653,82740272,334.166666666667,387.166666666667
2021-03,Maafushi,Maafushi,Portico,Portico,877.833333333333,251485,945447896,859398162,42783029,50114511,158.833333333333,534.333333333333
2021-03,Maafushi,Male,Portico,Cremont,877.833333333333,251485,721911718,569787459,59443975,57315757,197.833333333333,243.5
2021-03,Maafushi,Naifaru,Portico,Metromic,877.833333333333,251485,776378465,949203180,46924191,50777821,240.666666666667,648.5
2021-03,Male,Baros,Cremont,Stonewall,892.333333333333,274977.166666667,899106325,653366167,78730612,61935075,241.666666666667,377
2021-03,Male,Fuvahmulah,Cremont,Seabrook,892.333333333333,274977.166666667,976286914,710088339,65734944,82956972,265,414.333333333333
2021-03,Male,Maafushi,Cremont,Portico,892.333333333333,274977.166666667,592041159,701768551,57655851,35924104,240.333333333333,411.333333333333
2021-03,Male,Male,Cremont,Cremont,892.333333333333,274977.166666667,641085151,742849838,68085711,53820468,196.666666666667,490.833333333333
2021-03,Male,Naifaru,Cremont,Metromic,892.333333333333,274977.166666667,622678739,467504671,41358955,49356073,297.833333333333,523.666666666667
2021-03,Naifaru,Baros,Metromic,Stonewall,752.5,207704.166666667,831431357,673270039,38437348,55234838,219.333333333333,327.333333333333
2021-03,Naifaru,Fuvahmulah,Metromic,Seabrook,752.5,207704.166666667,828610771,1099756360,85331473,79791775,206.666666666667,391.166666666667
2021-03,Naifaru,Maafushi,Metromic,Portico,752.5,207704.166666667,767709034,764813902,74992359,47715662,345.333333333333,549.833333333333
2021-03,Naifaru,Male,Metromic,Cremont,752.5,207704.166666667,626317054,889203771,60998399,70770070,265.333333333333,376.5
2021-03,Naifaru,Naifaru,Metromic,Metromic,752.5,207704.166666667,550080796,750739026,76711441,58572187,210.666666666667,606
2021-04,Baros,Baros,Stonewall,Stonewall,901.25,309395.5,504109971,727973102,62619925,19007692,277.75,475.75
2021-04,Baros,Fuvahmulah,Stonewall,Seabrook,901.25,309395.5,417087390,891609906,54540729,35237755,328.5,303
2021-04,Baros,Maafushi,Stonewall,Portico,901.25,309395.5,294875306,391024199,31473734,24988317,175.5,311.5
2021-04,Baros,Male,Stonewall,Cremont,901.25,309395.5,315111149,666569655,56565292,54142944,278.25,463.75
2021-04,Baros,Naifaru,Stonewall,Metromic,901.25,309395.5,543895296,658516301,27827989,55638244,163,659.75
2021-04,Fuvahmulah,Baros,Seabrook,Stonewall,777.75,427732.75,568008170,825029168,65669769,49397855,296,453.5
2021-04,Fuvahmulah,Fuvahmulah,Seabrook,Seabrook,777.75,427732.75,398394024,439828455,24905120,48676953,228.25,334
2021-04,Fuvahmulah,Maafushi,Seabrook,Portico,777.75,427732.75,480178134,416711638,61245398,55610758,364.5,274.5
2021-04,Fuvahmulah,Male,Seabrook,Cremont,777.75,427732.75,296493579,690198404,45085488,41476428,209.75,356.5
2021-04,Fuvahmulah,Naifaru,Seabrook,Metromic,777.75,427732.75,544744729,622542814,24474989,42165584,155,717
2021-04,Maafushi,Baros,Portico,Stonewall,894.5,313985.5,453969373,612949178,42493665,27650620,298.5,699
2021-04,Maafushi,Fuvahmulah,Portico,Seabrook,894.5,313985.5,235820763,443113938,25143059,21868412,179.5,490.75
2021-04,Maafushi,Maafushi,Portico,Portico,894.5,313985.5,417009957,326490584,48358226,26922473,260.5,466.75
2021-04,Maafushi,Male,Portico,Cremont,894.5,313985.5,584905717,373668930,51256690,39528913,96,366.5
2021-04,Maafushi,Naifaru,Portico,Metromic,894.5,313985.5,515957240,472714045,41467088,50614252,356.5,495
2021-04,Male,Baros,Cremont,Stonewall,326.25,324567,525682299,418025498,40627900,38099784,143,359.75
2021-04,Male,Fuvahmulah,Cremont,Seabrook,326.25,324567,691542723,479820801,37811606,34108528,234.75,719.25
2021-04,Male,Maafushi,Cremont,Portico,326.25,324567,483608602,538255579,52074785,58241185,216.5,280.25
2021-04,Male,Male,Cremont,Cremont,326.25,324567,478320598,870041150,33119577,45889175,259,313.75
2021-04,Male,Naifaru,Cremont,Metromic,326.25,324567,605240848,581046878,29936243,31075349,110.25,399.25
2021-04,Naifaru,Baros,Metromic,Stonewall,940.5,136780.25,299193664,570076237,36190923,29760683,224.25,528.5
2021-04,Naifaru,Fuvahmulah,Metromic,Seabrook,940.5,136780.25,615595990,427925017,44961277,48609121,257,222.5
2021-04,Naifaru,Maafushi,Metromic,Portico,940.5,136780.25,242931381,267358227,44281888,43055529,197.75,548.5
2021-04,Naifaru,Male,Metromic,Cremont,940.5,136780.25,371281000,415065727,37959381,8996662,268,401.5
2021-04,Naifaru,Naifaru,Metromic,Metromic,940.5,136780.25,371363764,324188429,38576897,35517262,183.5,560.5
2021-05,Baros,Baros,Stonewall,Stonewall,828,194719,466278252,469301990,32380305,42285883,181.666666666667,315.666666666667
2021-05,Baros,Fuvahmulah,Stonewall,Seabrook,828,194719,448873240,490944996,13545118,44213571,309.333333333333,644.333333333333
2021-05,Baros,Maafushi,Stonewall,Portico,828,194719,481538913,434881396,24100758,32485549,359.333333333333,279
2021-05,Baros,Male,Stonewall,Cremont,828,194719,258844967,471829178,34986914,22278095,354,351.666666666667
2021-05,Baros,Naifaru,Stonewall,Metromic,828,194719,547579268,178429024,39201604,31202062,320,358
2021-05,Fuvahmulah,Baros,Seabrook,Stonewall,1347,338519.666666667,321612321,358998862,13677737,17437931,320.333333333333,570.333333333333
2021-05,Fuvahmulah,Fuvahmulah,Seabrook,Seabrook,1347,338519.666666667,412955923,272966984,33098484,40571296,218,545.666666666667
2021-05,Fuvahmulah,Maafushi,Seabrook,Portico,1347,338519.666666667,609590794,367815904,24842039,36208891,353.333333333333,613.333333333333
2021-05,Fuvahmulah,Male,Seabrook,Cremont,1347,338519.666666667,478992139,370516635,31170084,29750694,287,629.333333333333
2021-05,Fuvahmulah,Naifaru,Seabrook,Metromic,1347,338519.666666667,369422569,342427585,29547030,33483329,438,506
2021-05,Maafushi,Baros,Portico,Stonewall,735,299007.666666667,320789735,425868610,35361390,23523377,147,316
2021-05,Maafushi,Fuvahmulah,Portico,Seabrook,735,299007.666666667,369664672,274900244,20985237,35455473,50.6666666666667,429
2021-05,Maafushi,Maafushi,Portico,Portico,735,299007.666666667,307391429,225814648,20844096,40842578,241,384.666666666667
2021-05,Maafushi,Male,Portico,Cremont,735,299007.666666667,293718121,189418438,46322095,8254499,255.333333333333,364
2021-05,Maafushi,Naifaru,Portico,Metromic,735,299007.666666667,183393743,719430060,44213303,33251494,240.333333333333,320
2021-05,Male,Baros,Cremont,Stonewall,704.666666666667,203182,315228708,181497168,40127968,33189574,403.666666666667,400.333333333333
2021-05,Male,Fuvahmulah,Cremont,Seabrook,704.666666666667,203182,402069587,160683517,16335531,13617059,222,443.666666666667
2021-05,Male,Maafushi,Cremont,Portico,704.666666666667,203182,694084643,139299429,37271006,33082178,203.333333333333,420.666666666667
2021-05,Male,Male,Cremont,Cremont,704.666666666667,203182,373567264,263646154,35660654,22284692,265.333333333333,599
2021-05,Male,Naifaru,Cremont,Metromic,704.666666666667,203182,372402375,178519185,39492037,50065740,159.666666666667,366
2021-05,Naifaru,Baros,Metromic,Stonewall,1124,256513.333333333,416967770,389323295,19554410,24449132,265,447
2021-05,Naifaru,Fuvahmulah,Metromic,Seabrook,1124,256513.333333333,402749964,603034168,37469173,13118324,163.333333333333,503
2021-05,Naifaru,Maafushi,Metromic,Portico,1124,256513.333333333,225143984,385124193,17669256,17372718,378.666666666667,375.666666666667
2021-05,Naifaru,Male,Metromic,Cremont,1124,256513.333333333,320004921,419186307,6848787,27422743,150.666666666667,514.666666666667
2021-05,Naifaru,Naifaru,Metromic,Metromic,1124,256513.333333333,544625742,507631024,34545534,26479160,421,448
2021-06,Baros,Baros,Stonewall,Stonewall,1003.2,318169.4,635802812,438768004,33370828,39426206,179.2,388.6
2021-06,Baros,Fuvahmulah,Stonewall,Seabrook,1003.2,318169.4,436056898,328965318,44929746,58891798,344.8,324.8
2021-06,Baros,Maafushi,Stonewall,Portico,1003.2,318169.4,581257791,433154143,66457388,52411311,335.2,444
2021-06,Baros,Male,Stonewall,Cremont,1003.2,318169.4,615565964,478137589,41062877,64629278,291,477.8
2021-06,Baros,Naifaru,Stonewall,Metromic,1003.2,318169.4,644185244,695454016,26648345,57444834,204.8,309
2021-06,Fuvahmulah,Baros,Seabrook,Stonewall,909,176339,269858771,588492147,57894208,44029627,213.6,718.6
2021-06,Fuvahmulah,Fuvahmulah,Seabrook,Seabrook,909,176339,580257745,522436986,45313701,52438764,167.6,324.4
2021-06,Fuvahmulah,Maafushi,Seabrook,Portico,909,176339,189989129,674676067,33925014,30482178,275.2,444.4
2021-06,Fuvahmulah,Male,Seabrook,Cremont,909,176339,463637546,780696887,45372947,27441719,193.8,381.8
2021-06,Fuvahmulah,Naifaru,Seabrook,Metromic,909,176339,686018563,562278929,45427116,40788753,226.4,644.2
2021-06,Maafushi,Baros,Portico,Stonewall,866,220104.6,784829573,546648891,47705897,42390938,303,319.4
2021-06,Maafushi,Fuvahmulah,Portico,Seabrook,866,220104.6,767627881,757633770,64128151,49344632,190.4,394.6
2021-06,Maafushi,Maafushi,Portico,Portico,866,220104.6,1013643838,536229393,21231285,69705708,122.4,449.8
2021-06,Maafushi,Male,Portico,Cremont,866,220104.6,556540629,311959193,74186446,41239171,157,355
2021-06,Maafushi,Naifaru,Portico,Metromic,866,220104.6,308773529,398594181,36618767,46128652,268.8,429
2021-06,Male,Baros,Cremont,Stonewall,423.8,204802.6,588306372,987570848,51824318,62896366,266.6,403.2
2021-06,Male,Fuvahmulah,Cremont,Seabrook,423.8,204802.6,774832570,661286553,45213742,43389228,247,341
2021-06,Male,Maafushi,Cremont,Portico,423.8,204802.6,465840063,877376436,53738826,68525569,60.8,530
2021-06,Male,Male,Cremont,Cremont,423.8,204802.6,539153381,647733496,46328767,58490338,276.6,547.8
2021-06,Male,Naifaru,Cremont,Metromic,423.8,204802.6,827679462,481662846,44219006,64378204,210.4,420.2
2021-06,Naifaru,Baros,Metromic,Stonewall,546,352080.2,586394815,473608621,46846387,57329802,330,266.6
2021-06,Naifaru,Fuvahmulah,Metromic,Seabrook,546,352080.2,785402636,811700310,46163233,37942652,142.2,412.8
2021-06,Naifaru,Maafushi,Metromic,Portico,546,352080.2,571385979,646755366,20994208,42182767,215,567.8
2021-06,Naifaru,Male,Metromic,Cremont,546,352080.2,382070194,735740009,38719378,48714191,258.6,324.4
2021-06,Naifaru,Naifaru,Metromic,Metromic,546,352080.2,447350290,555270294,35167173,56576284,258.2,638.4
2021-07,Baros,Baros,Stonewall,Stonewall,663.6,205872,509091532,420264774,64363240,35676044,242.2,254.6
2021-07,Baros,Fuvahmulah,Stonewall,Seabrook,663.6,205872,971386393,427396117,55245933,57166336,244.6,218.2
2021-07,Baros,Maafushi,Stonewall,Portico,663.6,205872,693103513,441493056,55794448,42635623,217.2,392.8
2021-07,Baros,Male,Stonewall,Cremont,663.6,205872,727332377,931969919,61919008,52546853,224.6,447.2
2021-07,Baros,Naifaru,Stonewall,Metromic,663.6,205872,563446763,832695623,29190814,42861761,141.2,432.2
2021-07,Fuvahmulah,Baros,Seabrook,Stonewall,876.8,168364,463526596,612952539,69014302,52124625,158.2,472.2
2021-07,Fuvahmulah,Fuvahmulah,Seabrook,Seabrook,876.8,168364,504141964,536610697,58658472,33882364,198.2,501.6
2021-07,Fuvahmulah,Maafushi,Seabrook,Portico,876.8,168364,498081454,1029676738,53872900,37417207,205,380.6
2021-07,Fuvahmulah,Male,Seabrook,Cremont,876.8,168364,663406375,533938323,55476361,57039480,249.6,402.2
2021-07,Fuvahmulah,Naifaru,Seabrook,Metromic,876.8,168364,320997494,568354931,44987906,66296186,168.4,313.8
2021-07,Maafushi,Baros,Portico,Stonewall,781.8,237208.6,999924309,582167330,53656710,55115173,275.6,549.4
